"iso3","country_name","disaggregation","category","subject","grade_band","is_africa","income_level","income_level_code","Region_Code","Region","n_unweighted","pct_weighted","n_weighted","pct_unweighted","pct_weighted_loess_span1"
"FJI","Fiji","Area","Rural","reading","Early Primary (1-3)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",215,28.4662599813169,215,29.7674418604651,28.4662599813169
"FJI","Fiji","Area","Rural","reading","End of Primary (4-6)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",328,69.4200736443858,328,69.8170731707317,69.4200736443858
"FJI","Fiji","Area","Rural","reading","Lower Secondary (7-9)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",266,88.1955485677776,266,86.8421052631579,88.1955485677776
"FJI","Fiji","Wealth","Second","numeracy","Early Primary (1-3)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",103,15.5961503672084,103,18.4466019417476,15.5961503672084
"FJI","Fiji","Wealth","Second","numeracy","End of Primary (4-6)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",144,46.2703666860507,144,39.5833333333333,46.2703666860507
"FJI","Fiji","Wealth","Second","numeracy","Lower Secondary (7-9)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",111,53.6061298835903,111,57.6576576576577,53.6061298835903
"FJI","Fiji","Wealth","Second","reading","Early Primary (1-3)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",103,32.7361986963198,103,29.126213592233,32.7361986963198
"FJI","Fiji","Wealth","Second","reading","End of Primary (4-6)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",144,76.6067602669663,144,72.2222222222222,76.6067602669663
"FJI","Fiji","Wealth","Second","reading","Lower Secondary (7-9)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",111,93.6809478067951,111,90.0900900900901,93.6809478067951
"FJI","Fiji","Area","Urban","numeracy","Early Primary (1-3)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",170,14.2290486147715,170,15.2941176470588,14.2290486147715
"FJI","Fiji","Area","Urban","numeracy","End of Primary (4-6)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",334,43.3525973381894,334,41.0179640718563,43.3525973381894
"FJI","Fiji","Area","Urban","numeracy","Lower Secondary (7-9)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",299,61.5471354998506,299,64.2140468227425,61.5471354998506
"FJI","Fiji","Area","Urban","reading","Early Primary (1-3)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",170,22.3947121159947,170,27.0588235294118,22.3947121159947
"FJI","Fiji","Area","Urban","reading","End of Primary (4-6)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",334,67.3975979068923,334,64.9700598802395,67.3975979068923
"FJI","Fiji","Area","Urban","reading","Lower Secondary (7-9)",FALSE,"Upper middle income","UMC","UNICEF_EAPRO","East Asia and Pacific",299,89.2198296863972,299,87.6254180602007,89.2198296863972
"GHA","Ghana","All","All","numeracy","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",2064,5.96368950446575,1908,5.71278825995807,5.96368950446575
"GHA","Ghana","All","All","numeracy","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",2098,21.5323636681583,1869,21.4553237025147,21.5323636681583
"GHA","Ghana","All","All","numeracy","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",823,37.9702205266376,721,39.8058252427184,37.9702205266376
"GHA","Ghana","All","All","reading","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",2064,4.58099168593016,2062,6.15906886517944,4.58099168593016
"GHA","Ghana","All","All","reading","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",2098,29.0724155664063,2094,30.8022922636103,29.0724155664063
"GHA","Ghana","All","All","reading","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",823,57.9562501024856,818,63.2029339853301,57.9562501024856
"GHA","Ghana","Sex","Female","numeracy","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1004,3.63075678996877,926,5.39956803455724,3.63075678996877
"GHA","Ghana","Sex","Female","numeracy","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1051,18.2066560387805,934,19.7002141327623,18.2066560387805
"GHA","Ghana","Sex","Female","numeracy","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",439,37.8787497978363,389,37.2750642673522,37.8787497978363
"GHA","Ghana","Sex","Female","reading","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1004,4.40120545980965,1002,6.2874251497006,4.40120545980965
"GHA","Ghana","Sex","Female","reading","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1051,28.9683671419721,1050,32.4761904761905,28.9683671419721
"GHA","Ghana","Sex","Female","reading","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",439,60.5718764969617,438,66.2100456621005,60.5718764969617
"GHA","Ghana","Wealth","Fourth","numeracy","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",324,6.8444510660936,296,7.77027027027027,6.8444510660936
"GHA","Ghana","Wealth","Fourth","numeracy","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",399,30.2364763492191,363,23.4159779614325,30.2364763492191
"GHA","Ghana","Wealth","Fourth","numeracy","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",205,37.0512332560561,182,38.4615384615385,37.0512332560561
"GHA","Ghana","Wealth","Fourth","reading","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",324,4.88716932229153,324,7.40740740740741,4.88716932229153
"GHA","Ghana","Wealth","Fourth","reading","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",399,37.1283596385661,399,36.0902255639098,37.1283596385661
"GHA","Ghana","Wealth","Fourth","reading","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",205,57.5476162269057,205,64.390243902439,57.5476162269057
"GHA","Ghana","Sex","Male","numeracy","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1060,8.12145579764871,982,6.0081466395112,8.12145579764871
"GHA","Ghana","Sex","Male","numeracy","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1047,24.5943457662787,935,23.2085561497326,24.5943457662787
"GHA","Ghana","Sex","Male","numeracy","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",384,38.0736754153345,332,42.7710843373494,38.0736754153345
"GHA","Ghana","Sex","Male","reading","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1060,4.74895566848957,1060,6.0377358490566,4.74895566848957
"GHA","Ghana","Sex","Male","reading","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1047,29.1723819478168,1044,29.1187739463602,29.1723819478168
"GHA","Ghana","Sex","Male","reading","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",384,55.0445654322134,380,59.7368421052632,55.0445654322134
"GHA","Ghana","Wealth","Middle","numeracy","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",376,1.36421391108632,348,2.01149425287356,1.36421391108632
"GHA","Ghana","Wealth","Middle","numeracy","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",379,17.6862136258393,337,20.1780415430267,17.6862136258393
"GHA","Ghana","Wealth","Middle","numeracy","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",146,40.8551259578203,125,37.6,40.8551259578203
"GHA","Ghana","Wealth","Middle","reading","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",376,2.49693058430087,376,3.98936170212766,2.49693058430087
"GHA","Ghana","Wealth","Middle","reading","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",379,27.800121950527,379,26.9129287598945,27.800121950527
"GHA","Ghana","Wealth","Middle","reading","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",146,62.3502445777109,144,59.7222222222222,62.3502445777109
"GHA","Ghana","Wealth","Poorest","numeracy","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",671,1.25785940454559,635,2.99212598425197,1.25785940454559
"GHA","Ghana","Wealth","Poorest","numeracy","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",479,11.5985889303888,416,12.7403846153846,11.5985889303888
"GHA","Ghana","Wealth","Poorest","numeracy","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",100,28.8087459523545,90,32.2222222222222,28.8087459523545
"GHA","Ghana","Wealth","Poorest","reading","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",671,0.23303018019596,671,0.29806259314456,0.23303018019596
"GHA","Ghana","Wealth","Poorest","reading","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",479,9.10266031319672,476,9.03361344537815,9.10266031319672
"GHA","Ghana","Wealth","Poorest","reading","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",100,38.8304081808105,100,39,38.8304081808105
"GHA","Ghana","Wealth","Richest","numeracy","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",312,16.7958732595062,281,16.3701067615658,16.7958732595062
"GHA","Ghana","Wealth","Richest","numeracy","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",469,35.6520813489902,418,35.1674641148325,35.6520813489902
"GHA","Ghana","Wealth","Richest","numeracy","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",251,44.8864659903202,217,50.2304147465438,44.8864659903202
"GHA","Ghana","Wealth","Richest","reading","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",312,22.2295018484926,310,25.1612903225806,22.2295018484926
"GHA","Ghana","Wealth","Richest","reading","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",469,55.9609771708376,468,63.4615384615385,55.9609771708376
"GHA","Ghana","Wealth","Richest","reading","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",251,74.4526943388541,248,82.258064516129,74.4526943388541
"GHA","Ghana","Area","Rural","numeracy","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1257,2.73347020952899,1168,3.51027397260274,2.73347020952899
"GHA","Ghana","Area","Rural","numeracy","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1103,17.5735990959273,976,15.9836065573771,17.5735990959273
"GHA","Ghana","Area","Rural","numeracy","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",329,33.0676082721595,284,33.0985915492958,33.0676082721595
"GHA","Ghana","Area","Rural","reading","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1257,1.29881663755986,1256,1.67197452229299,1.29881663755986
"GHA","Ghana","Area","Rural","reading","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",1103,19.0702946357487,1100,16.1818181818182,19.0702946357487
"GHA","Ghana","Area","Rural","reading","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",329,42.0548705680911,329,45.5927051671733,42.0548705680911
"GHA","Ghana","Wealth","Second","numeracy","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",381,8.23698581646184,348,4.02298850574713,8.23698581646184
"GHA","Ghana","Wealth","Second","numeracy","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",372,13.9680766767422,335,14.3283582089552,13.9680766767422
"GHA","Ghana","Wealth","Second","numeracy","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",121,30.0218695669688,107,29.9065420560748,30.0218695669688
"GHA","Ghana","Wealth","Second","reading","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",381,1.1166384181255,381,2.0997375328084,1.1166384181255
"GHA","Ghana","Wealth","Second","reading","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",372,16.6576480070063,372,15.8602150537634,16.6576480070063
"GHA","Ghana","Wealth","Second","reading","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",121,37.4550365081104,121,46.2809917355372,37.4550365081104
"GHA","Ghana","Area","Urban","numeracy","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",807,10.6602817151391,740,9.18918918918919,10.6602817151391
"GHA","Ghana","Area","Urban","numeracy","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",995,26.8764466157704,893,27.4356103023516,26.8764466157704
"GHA","Ghana","Area","Urban","numeracy","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",494,42.0046431527721,437,44.1647597254005,42.0046431527721
"GHA","Ghana","Area","Urban","reading","Early Primary (1-3)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",807,9.26782126387063,806,13.151364764268,9.26782126387062
"GHA","Ghana","Area","Urban","reading","End of Primary (4-6)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",995,42.5305709418435,994,46.9818913480885,42.5305709418435
"GHA","Ghana","Area","Urban","reading","Lower Secondary (7-9)",TRUE,"Lower middle income","LMC","UNICEF_AFRICA","Africa",494,71.317695288644,489,75.0511247443763,71.317695288644
"GMB","Gambia","All","All","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",1484,2.58677819857081,1484,2.56064690026954,2.58677819857081
"GMB","Gambia","All","All","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",862,16.0508528860009,862,12.1809744779582,16.0508528860009
"GMB","Gambia","All","All","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",298,31.479967333091,298,27.1812080536913,31.479967333091
"GMB","Gambia","All","All","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",1484,3.62983141549,1482,2.90148448043185,3.62983141549
"GMB","Gambia","All","All","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",862,19.6057308986283,862,21.1136890951276,19.6057308986283
"GMB","Gambia","All","All","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",298,60.3531641277001,297,49.8316498316498,60.3531641277001
"GMB","Gambia","Sex","Female","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",803,2.62369037962883,803,2.73972602739726,2.62369037962883
"GMB","Gambia","Sex","Female","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",483,17.7431315806923,483,12.2153209109731,17.7431315806923
"GMB","Gambia","Sex","Female","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",185,34.2170657838526,185,28.1081081081081,34.2170657838526
"GMB","Gambia","Sex","Female","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",803,4.50487744572484,802,2.86783042394015,4.50487744572484
"GMB","Gambia","Sex","Female","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",483,18.9446679766169,483,20.4968944099379,18.9446679766169
"GMB","Gambia","Sex","Female","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",185,63.6672190145611,184,54.3478260869565,63.6672190145611
"GMB","Gambia","Wealth","Fourth","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",211,2.73281810677223,211,2.3696682464455,2.73281810677223
"GMB","Gambia","Wealth","Fourth","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",134,16.9007255064035,134,20.8955223880597,16.9007255064035
"GMB","Gambia","Wealth","Fourth","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",56,44.3476191398422,56,30.3571428571429,44.3476191398422
"GMB","Gambia","Wealth","Fourth","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",211,4.66580674132898,210,2.38095238095238,4.66580674132898
"GMB","Gambia","Wealth","Fourth","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",134,10.0564035826019,134,23.134328358209,10.0564035826019
"GMB","Gambia","Wealth","Fourth","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",56,67.4010383540769,55,50.9090909090909,67.4010383540769
"GMB","Gambia","Sex","Male","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",681,2.54577759936995,681,2.34948604992658,2.54577759936995
"GMB","Gambia","Sex","Male","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",379,13.7873289729449,379,12.1372031662269,13.7873289729449
"GMB","Gambia","Sex","Male","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",113,26.656100114871,113,25.6637168141593,26.656100114871
"GMB","Gambia","Sex","Male","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",681,2.65867627464564,680,2.94117647058824,2.65867627464564
"GMB","Gambia","Sex","Male","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",379,20.489942073006,379,21.8997361477573,20.489942073006
"GMB","Gambia","Sex","Male","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",113,54.548399998671,113,42.4778761061947,54.548399998671
"GMB","Gambia","Wealth","Middle","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",247,2.88657398068438,247,4.45344129554656,2.88657398068438
"GMB","Gambia","Wealth","Middle","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",145,21.3502365155056,145,11.0344827586207,21.3502365155056
"GMB","Gambia","Wealth","Middle","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",34,27.4006832129316,34,26.4705882352941,27.4006832129316
"GMB","Gambia","Wealth","Middle","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",247,1.86851277211272,247,2.83400809716599,1.86851277211272
"GMB","Gambia","Wealth","Middle","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",145,15.291505460153,145,16.551724137931,15.291505460153
"GMB","Gambia","Wealth","Middle","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",34,63.1231314857218,34,55.8823529411765,63.1231314857218
"GMB","Gambia","Wealth","Poorest","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",489,0.525329167090204,489,0.613496932515337,0.525329167090203
"GMB","Gambia","Wealth","Poorest","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",269,8.85780953608378,269,4.46096654275093,8.85780953608378
"GMB","Gambia","Wealth","Poorest","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",65,20.6840180662354,65,20,20.6840180662354
"GMB","Gambia","Wealth","Poorest","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",489,1.85466348070194,488,1.4344262295082,1.85466348070194
"GMB","Gambia","Wealth","Poorest","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",269,13.208410085916,269,10.4089219330855,13.208410085916
"GMB","Gambia","Wealth","Poorest","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",65,37.1356301522577,65,36.9230769230769,37.1356301522577
"GMB","Gambia","Wealth","Richest","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",216,5.77179206808539,216,7.40740740740741,5.77179206808539
"GMB","Gambia","Wealth","Richest","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",154,23.0097629488449,154,22.0779220779221,23.0097629488449
"GMB","Gambia","Wealth","Richest","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",90,30.0777576779583,90,37.7777777777778,30.0777576779583
"GMB","Gambia","Wealth","Richest","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",216,8.65178770986481,216,7.87037037037037,8.65178770986481
"GMB","Gambia","Wealth","Richest","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",154,49.2842606004363,154,51.9480519480519,49.2842606004363
"GMB","Gambia","Wealth","Richest","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",90,68.9355005985775,90,64.4444444444444,68.9355005985775
"GMB","Gambia","Area","Rural","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",771,0.712459013287108,771,0.778210116731518,0.712459013287107
"GMB","Gambia","Area","Rural","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",424,5.77771939931623,424,4.71698113207547,5.77771939931623
"GMB","Gambia","Area","Rural","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",121,14.6070697595214,121,16.5289256198347,14.6070697595214
"GMB","Gambia","Area","Rural","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",771,1.98555005216152,770,1.81818181818182,1.98555005216152
"GMB","Gambia","Area","Rural","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",424,12.3901061229728,424,10.6132075471698,12.3901061229728
"GMB","Gambia","Area","Rural","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",121,44.1140135386535,121,38.0165289256198,44.1140135386535
"GMB","Gambia","Wealth","Second","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",321,1.53430324301867,321,0.934579439252336,1.53430324301867
"GMB","Gambia","Wealth","Second","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",160,8.89912235018165,160,9.375,8.89912235018165
"GMB","Gambia","Wealth","Second","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",53,27.5264886170316,53,15.0943396226415,27.5264886170316
"GMB","Gambia","Wealth","Second","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",321,2.31309646442186,321,2.18068535825545,2.31309646442186
"GMB","Gambia","Wealth","Second","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",160,16.1436367512199,160,11.875,16.1436367512199
"GMB","Gambia","Wealth","Second","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",53,47.8352441646796,53,35.8490566037736,47.8352441646796
"GMB","Gambia","Area","Urban","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",713,3.50321373209113,713,4.48807854137447,3.50321373209113
"GMB","Gambia","Area","Urban","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",438,20.6194875136592,438,19.4063926940639,20.6194875136592
"GMB","Gambia","Area","Urban","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",177,38.318460684704,177,34.4632768361582,38.318460684704
"GMB","Gambia","Area","Urban","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",713,4.43397065698819,712,4.07303370786517,4.43397065698819
"GMB","Gambia","Area","Urban","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",438,22.8146401620946,438,31.2785388127854,22.8146401620946
"GMB","Gambia","Area","Urban","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",177,66.9713072565962,176,57.9545454545455,66.9713072565962
"GNB","Guinea-Bissau","All","All","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",1938,2.76850277024983,1938,3.25077399380805,2.76850277024983
"GNB","Guinea-Bissau","All","All","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",699,22.2011571357029,699,30.0429184549356,22.2011571357029
"GNB","Guinea-Bissau","All","All","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",101,35.5712182527802,101,40.5940594059406,35.5712182527802
"GNB","Guinea-Bissau","All","All","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",1938,3.65080381310532,1938,3.35397316821465,3.65080381310532
"GNB","Guinea-Bissau","All","All","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",699,42.2929020728881,699,40.4864091559371,42.2929020728881
"GNB","Guinea-Bissau","All","All","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",101,80.4250362374764,101,82.1782178217822,80.4250362374764
"GNB","Guinea-Bissau","Wealth","Fourth","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",356,2.4694158269869,356,3.08988764044944,2.4694158269869
"GNB","Guinea-Bissau","Wealth","Fourth","numeracy","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",186,20.4269207676774,186,30.1075268817204,20.4269207676774
"GNB","Guinea-Bissau","Wealth","Fourth","numeracy","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",21,37.1726181863671,21,47.6190476190476,37.1726181863671
"GNB","Guinea-Bissau","Wealth","Fourth","reading","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",356,6.76635132679259,356,5.89887640449438,6.76635132679259
"GNB","Guinea-Bissau","Wealth","Fourth","reading","End of Primary (4-6)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",186,51.6901164679006,186,49.4623655913978,51.6901164679006
"GNB","Guinea-Bissau","Wealth","Fourth","reading","Lower Secondary (7-9)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",21,77.4899255881266,21,80.952380952381,77.4899255881266
"GNB","Guinea-Bissau","Wealth","Middle","numeracy","Early Primary (1-3)",TRUE,"Low income","LIC","UNICEF_AFRICA","Africa",331,2.55648635216418,331,3.32326283987915,2.55648635216418
